c0,c1,c2,c3,Requested_tolerance,estimated_error,l0,l1,l2,l3,Total_retrieve_size,MaxErr,MSE,PSNR
3.94,4.01,4.13,5.19,9953.48,8005.44,15,10,8,6,10784266,1053.47,46324.6,53.3014
0.61,4.16,2.5,1.73,9953.48,6713.6,12,10,7,5,6008936,2159.55,143235,48.399
2.76,1.89,5.47,5.44,9953.48,8943.36,14,9,8,6,10533977,1072.94,47299.2,53.211
1.05,2.27,3.09,1.43,9953.48,9736.96,12,9,7,4,3603623,3803.02,375040,44.2187
4.02,1.06,1.56,2.79,9953.48,9580.16,14,8,6,5,4993204,2760.87,200527,46.9378
2.38,4.98,2.99,0.58,9953.48,9392.64,12,9,7,3,2553590,6712.24,570126,42.3998
5.43,5.4,1.4,3.28,9953.48,8929.12,15,10,7,5,6123299,2156.18,142469,48.4223
4.34,3.66,3.96,1.51,9953.48,8819.84,14,10,8,4,4866151,3618.56,358696,44.4122
1.84,4.91,4.98,5.51,9953.48,8879.36,14,10,8,6,10744362,1048.01,46398.4,53.2945
2.27,4.4,5.31,0.75,9953.48,9781.12,13,9,7,4,3639793,3819.02,374368,44.2265
2.55,3.69,1.65,3.07,9953.48,9084.8,13,9,7,5,5834721,2173.85,143859,48.3801
0.11,4.28,0.53,5.04,9953.48,6850.56,10,10,6,6,8937497,2034.93,132425,48.7398
0.46,3.01,5.13,3.26,9953.48,9806.08,11,10,8,5,6953736,1908.39,131109,48.7832
0.7,0.14,4.88,4.6,9953.48,7585.28,12,6,8,6,9999245,2018.89,110067,49.5429
2.45,3.16,1.19,3.84,9953.48,9565.76,14,10,7,5,6083395,2152.43,142464,48.4225
2.39,5.29,4.52,1.83,9953.48,6815.68,14,10,8,5,7061079,1818.39,127171,48.9156
1.16,3.3,1.62,1.77,9953.48,9902.08,12,9,7,4,3603623,3803.02,375040,44.2187
3.87,3.57,4.99,5.01,9953.48,8204,15,10,8,6,10784266,1053.47,46324.6,53.3014
0.41,2.11,0.55,3.13,9953.48,9848.32,11,8,5,5,4435542,4095.57,345302,44.5775
0.01,2.75,4.04,1.68,9953.48,9694.72,7,9,8,4,4468479,5906.71,1.7289e+06,37.5818
0.93,4.86,2.76,2.81,9953.48,9322.24,12,10,7,5,6008936,2159.55,143235,48.399
1.92,2.03,0.77,2.23,9953.48,6786.56,13,9,6,5,5140778,2741.68,197256,47.0092
0.03,2.47,3.34,4.27,9953.48,6429.44,9,10,8,6,10586991,1557.03,122279,49.086
2.51,4.15,0.33,4.31,9953.48,5700.8,14,10,6,6,9072735,1920.08,115747,49.3244
0.59,0.5,1.18,4.81,9953.48,6465.28,12,8,7,6,9295971,1426.38,66415.5,51.7368
3.61,4.87,2.51,3.78,9953.48,9396,15,11,8,5,7332415,1817.7,126931,48.9238
4.88,0.04,4.54,1.26,9953.48,7805.44,14,5,8,4,4107709,5403.85,537297,42.6573
0.59,4.34,5.36,3.04,9953.48,9676.8,11,10,8,5,6953736,1908.39,131109,48.7832
3.8,0.27,0.58,0.1,9953.48,8576.48,12,5,5,0,550046,11060.1,890508,40.4631
3.3,0.93,4.89,1.42,9953.48,8901.76,14,8,8,4,4469903,3775.06,363192,44.3581
1.95,2.96,2.56,5.17,9953.48,8356.8,14,10,7,6,9766678,1504.37,61128.9,52.097
1.55,2.52,4.82,5,9953.48,8009.6,13,10,8,6,10706073,1052.29,46501.1,53.2849
2.15,0.72,1.68,1.04,9953.48,8712.96,12,7,6,4,2569884,4323.28,444983,43.4761
3.46,3.44,2.87,0.36,9953.48,9928.96,13,9,6,3,1895817,7101.25,622724,42.0165
4.12,3.65,4.36,1.91,9953.48,6743.04,14,10,8,5,7061079,1818.39,127171,48.9156
2.39,4.14,1.6,3.61,9953.48,9714.56,13,10,7,5,6045106,2180.43,142726,48.4145
1.73,0.34,1,1.09,9953.48,7430.4,12,6,6,4,2449407,4522.42,492248,43.0377
5.3,0.5,4.23,1.12,9953.48,9600.64,14,7,7,4,3338286,3755.94,389543,44.0539
2.69,1.16,0.67,5.42,9953.48,7305.28,14,9,6,6,8862350,1978.5,116592,49.2928
5.24,1.2,0.88,5.08,9953.48,7395.2,15,9,6,6,8902254,1986.5,116510,49.2958
4.95,2.41,1.39,3.66,9953.48,9694.4,14,9,7,5,5873010,2151.35,143568,48.3889
4.94,0.58,3.17,0.51,9953.48,8334.08,13,7,7,3,2249964,6711.62,585261,42.286
3.87,1.85,4.49,1.02,9953.48,9846.72,14,8,7,4,3492219,3807.64,377636,44.1888
3.12,2.95,4.54,3.9,9953.48,6745.6,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.22,3.07,1.66,1.25,9953.48,9589.76,12,9,6,4,2909680,4138.29,429967,43.6251
4.15,4.01,1.11,3.24,9953.48,9554.88,14,10,6,5,5389452,2807.67,196109,47.0345
2.23,3.64,1.75,2.9,9953.48,8805.76,13,9,7,5,5834721,2173.85,143859,48.3801
4.53,1.03,4.14,1.63,9953.48,9468.48,14,8,8,4,4469903,3775.06,363192,44.3581
4.13,3.35,4.33,3.07,9953.48,9494.08,14,9,8,5,6850694,1828.19,128194,48.8808
3.82,0.91,0.82,4.51,9953.48,6824.64,15,8,6,6,8716391,2149.28,120176,49.1613
1.8,3.17,0.7,4.21,9953.48,6208,14,10,6,6,9072735,1920.08,115747,49.3244
2.37,0.4,1.9,5.51,9953.48,8073.28,14,7,7,6,9216497,1650.65,77510.3,51.0659
0.99,3.68,2.71,2.25,9953.48,7980.8,12,10,7,5,6008936,2159.55,143235,48.399
3.92,4.34,0.11,4.03,9953.48,9835.52,14,10,4,5,4708266,7306.05,591180,42.2423
2.1,1.01,5.42,1.66,9953.48,6759.04,14,8,8,5,6664831,1857.87,131533,48.7692
5.19,2.21,1.28,2.14,9953.48,7652.96,15,9,6,5,5218971,2749.68,197041,47.0139
1.1,3.09,0.8,4.04,9953.48,9559.04,13,10,7,5,6045106,2180.43,142726,48.4145
2.54,1.08,1.44,1.49,9953.48,9767.68,13,8,6,4,2759987,4129.45,432746,43.5972
1.84,0.01,3.94,0.08,9953.48,8120.7,12,3,7,0,1613289,14643.8,1.0622e+06,39.6974
0.35,0.82,4.57,2.04,9953.48,7027.2,11,8,8,5,6557488,1947.87,135398,48.6434
1.25,1.23,2.75,0.43,9953.48,9944.32,12,8,6,3,1673784,7111.37,626940,41.9872
1.75,4.78,2.33,5.01,9953.48,8184,14,10,7,6,9766678,1504.37,61128.9,52.097
1.62,3.78,2.6,4.69,9953.48,6669.44,14,10,8,6,10744362,1048.01,46398.4,53.2945
2.65,4.54,1.06,3.69,9953.48,9308.48,14,10,7,5,6083395,2152.43,142464,48.4225
3.56,5.25,3.75,2.72,9953.48,8276.48,14,10,8,5,7061079,1818.39,127171,48.9156
1.82,4.41,5,4.28,9953.48,7283.2,14,11,8,6,10975794,1053.31,46117.8,53.3208
2.82,1.09,0.7,4.86,9953.48,6779.52,14,9,6,6,8862350,1978.5,116592,49.2928
0.78,2.67,4.84,2.96,9953.48,9323.52,12,9,8,5,6776235,1846.19,129002,48.8535
2.94,1.68,2.67,0.34,9953.48,9489.92,12,8,6,3,1673784,7111.37,626940,41.9872
2.16,0.44,1.4,4.56,9953.48,6397.44,14,8,7,6,9370430,1472.87,65526.8,51.7953
5.15,0.46,4.82,0.35,9953.48,9074.56,13,6,7,3,2129487,7027,630193,41.9648
1.97,4.25,3,3.65,9953.48,9618.24,14,10,8,5,7061079,1818.39,127171,48.9156
0.91,2.94,3.76,1.5,9953.48,8938.24,12,9,8,4,4581307,3662.42,360497,44.3905
5.52,3.37,3.89,4,9953.48,6607.36,15,10,8,6,10784266,1053.47,46324.6,53.3014
4.47,2.67,0.68,4.99,9953.48,6915.68,15,10,6,6,9112639,1928.08,115651,49.328
1.38,1.83,4.08,2.08,9953.48,6905.6,13,9,8,5,6812405,1850.69,128419,48.8732
1.83,3.01,1.22,5.53,9953.48,7414.4,13,10,7,6,9728389,1506.37,61297.4,52.0851
2.65,2.97,5,1.58,9953.48,9876.8,14,9,8,4,4655766,3646.42,359579,44.4015
2.06,0.68,3.83,0.53,9953.48,9223.68,12,7,7,3,2213794,6701.87,585656,42.2831
0.14,0.96,4.01,5.37,9953.48,8115.2,10,8,8,6,10212876,1355.03,67462.9,51.6688
0.82,1.5,1.5,0.78,9953.48,7139.84,12,8,6,4,2723817,4182.5,433744,43.5872
4.51,1.85,2.39,0.58,9953.48,8290.24,14,8,7,3,2442186,6692.85,572565,42.3812
4.71,2.8,0.89,0.04,9953.48,8958.91,12,7,5,0,758307,11148.2,726841,41.3451
0.29,3.85,2.35,1.81,9953.48,6680.32,11,10,7,5,5976052,2231.55,146603,48.2981
5.33,4.65,1.35,3.53,9953.48,9292.32,15,10,7,5,6123299,2156.18,142469,48.4223
1.96,1.29,5.12,4.33,9953.48,7448.32,14,9,8,6,10533977,1072.94,47299.2,53.211
2.65,1.56,5.45,0.09,9953.48,7906.35,13,8,8,0,3070356,11094.4,511183,42.8737
5.48,2.48,3.34,1.88,9953.48,7992.96,15,9,7,5,5912914,2154.35,143588,48.3883
0.18,5.5,2.4,0.39,9953.48,9702.4,9,9,6,3,1776735,7391,699146,41.5138
3.73,5.3,0.6,0.88,9953.48,7657.6,13,9,5,4,2495531,5748.36,564918,42.4396
4.82,5.3,3.58,5.25,9953.48,7625.28,15,11,8,6,11015698,1057.31,46051.3,53.3271
4.42,3.26,0.11,2.47,9953.48,6935.68,14,9,4,5,4497881,7319.02,592178,42.235
3.31,4.12,3.68,3.61,9953.48,9910.72,14,10,8,5,7061079,1818.39,127171,48.9156
2.2,1.6,2.46,2.74,9953.48,9090.56,13,8,7,5,5648858,2203.53,146981,48.2869
4.5,1.54,3.2,4.95,9953.48,7173.44,15,9,8,6,10573881,1084.94,47239.8,53.2164
5.25,4.42,3.77,2.44,9953.48,9591.36,14,10,7,5,6083395,2152.43,142464,48.4225
2.22,0.89,1.47,4.63,9953.48,6773.12,14,8,7,6,9370430,1472.87,65526.8,51.7953
5.25,1.07,4.87,3.75,9953.48,6649.36,16,9,8,6,10613785,1084.94,47238.4,53.2165
5.21,2.35,3.11,2.52,9953.48,9113.92,14,9,7,5,5873010,2151.35,143568,48.3889
4.05,1.41,2.91,1.19,9953.48,8835.2,13,8,7,4,3453930,3833.64,377764,44.1873
1.27,5.17,3.21,0.1,9953.48,9381.6,12,9,7,0,2242365,11104.8,523282,42.7721
3.5,2.11,2.21,4.42,9953.48,7115.2,15,10,7,6,9806582,1508.37,61087.8,52.0999
1.84,2.82,2.69,1,9953.48,8529.92,12,8,7,4,3417760,3817.64,378541,44.1784
5.1,1.58,3.45,0.06,9953.48,7433.25,13,8,7,0,2092672,11043.3,525985,42.7498
1.01,2.07,2.61,1.15,9953.48,8572.16,12,8,7,4,3417760,3817.64,378541,44.1784
4.14,4.49,2.47,2.85,9953.48,9073.28,14,10,7,5,6083395,2152.43,142464,48.4225
2.27,2.1,0.06,4.96,9953.48,6180.8,14,9,4,6,8181164,7130.76,511086,42.8746
1.27,0.59,5.38,2.92,9953.48,9501.44,12,7,8,5,6436439,2068.25,144455,48.3622
2.42,2.9,5.39,5.11,9953.48,8440.96,14,10,8,6,10744362,1048.01,46398.4,53.2945
2.56,0.42,5.5,0.95,9953.48,7301.12,13,7,8,4,4277681,3662.3,374941,44.2199
0.57,1.29,1.76,3.32,9953.48,9408,11,8,7,5,5579804,2271.03,150809,48.1752
3.18,3.6,4.16,1.71,9953.48,9696.64,14,10,8,4,4866151,3618.56,358696,44.4122
1.91,4.3,0.25,3.24,9953.48,8882.56,13,9,5,5,4690459,3884.61,338396,44.6652
2.92,4.55,2.54,3.27,9953.48,8673.28,14,10,8,5,7061079,1818.39,127171,48.9156
0.93,0.93,3.36,0.36,9953.48,7580.16,11,7,7,3,2180910,6747.37,589254,42.2565
2.2,5.03,0.23,1.32,9953.48,8860.16,12,9,4,4,2228494,7518.58,818407,40.8298
1.41,0.61,1.16,3.93,9953.48,9639.04,13,8,7,5,5648858,2203.53,146981,48.2869
2.4,1.52,2.45,1.09,9953.48,7905.28,13,8,7,4,3453930,3833.64,377764,44.1873
2.86,0.68,0.16,4.91,9953.48,6122.88,14,8,5,6,8226168,3684.52,258676,45.8319
2.64,2.92,3.07,4.5,9953.48,6638.08,14,10,8,6,10744362,1048.01,46398.4,53.2945
0.63,1.53,1.92,4.09,9953.48,6626.56,12,9,7,6,9481834,1400.66,62947.1,51.9697
4.47,1.17,0.89,2.9,9953.48,8504,14,8,6,5,4993204,2760.87,200527,46.9378
4.86,3.48,1.42,5.06,9953.48,7158.72,15,10,7,6,9806582,1508.37,61087.8,52.0999
2.5,3.86,0.85,0.46,9953.48,9866.24,11,8,5,3,1190581,7755.52,768766,41.1016
3.8,4.82,3.06,5.09,9953.48,7456.64,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.15,0.54,0.97,3.6,9953.48,9704.64,14,8,6,5,4993204,2760.87,200527,46.9378
2.35,0.61,2.45,2.09,9953.48,7176.64,14,8,7,5,5687147,2181.03,146743,48.2939
3.21,2.96,4.35,1.2,9953.48,8002.88,14,9,8,4,4655766,3646.42,359579,44.4015
1.35,4.16,3.23,0.19,9953.48,9892.43,14,11,9,0,4960286,11005.7,502012,42.9524
4.34,2.75,3.88,4.75,9953.48,7272,15,10,8,6,10784266,1053.47,46324.6,53.3014
4.53,4.23,3.75,0.33,9953.48,7916.16,13,9,7,3,2589760,6713.49,569651,42.4034
0.91,1.22,0.14,5.28,9953.48,6350.72,13,9,5,6,8373742,3689.29,255694,45.8823
3.12,4.79,2.45,5.1,9953.48,8444.16,14,10,7,6,9766678,1504.37,61128.9,52.097
4.25,5.1,2.7,2.43,9953.48,8530.24,14,10,7,5,6083395,2152.43,142464,48.4225
3.68,2.2,1.18,5.44,9953.48,7459.84,14,9,7,6,9556293,1450.66,62110.9,52.0278
0.36,0.75,2.43,0.17,9953.48,9508.65,12,8,8,0,3034186,11145.1,511994,42.8668
2.19,3.08,0.83,5.28,9953.48,7570.88,14,10,6,6,9072735,1920.08,115747,49.3244
3.38,1.98,3.79,4.02,9953.48,6364.48,15,10,8,6,10784266,1053.47,46324.6,53.3014
3.46,2.31,1.46,5.53,9953.48,7859.84,14,9,7,6,9556293,1450.66,62110.9,52.0278
4.24,1.61,3.27,2.25,9953.48,8504.32,14,9,7,5,5873010,2151.35,143568,48.3889
1.96,4.21,0.97,0.98,9953.48,7329.28,12,9,6,4,2909680,4138.29,429967,43.6251
3.92,5.01,1.54,3.22,9953.48,8938.24,14,10,7,5,6083395,2152.43,142464,48.4225
4.48,1.25,3.37,0.68,9953.48,9948.16,13,8,7,3,2403897,6724.85,572791,42.3795
4.09,2.35,2.73,3.4,9953.48,8727.2,15,10,8,5,7100983,1822.04,127144,48.9165
0.8,5,3.41,0.65,9953.48,9559.04,12,10,7,3,2763975,6662.68,569063,42.4079
3.43,4.33,0.88,0.66,9953.48,8536.96,13,9,6,3,1895817,7101.25,622724,42.0165
4.4,2.88,1.42,4.26,9953.48,6255.36,15,10,7,6,9806582,1508.37,61087.8,52.0999
0.75,0.52,3.33,1.31,9953.48,9500.16,11,7,7,4,3230943,3840.35,393560,44.0094
3.15,3.96,4.97,3.22,9953.48,9746.88,14,10,8,5,7061079,1818.39,127171,48.9156
3.34,1.39,5.12,0.31,9953.48,9633.28,12,7,7,3,2213794,6701.87,585656,42.2831
2.83,1.31,3.14,2.36,9953.48,8809.92,14,8,7,5,5687147,2181.03,146743,48.2939
1.9,2.35,2.26,2.72,9953.48,8608,13,9,7,5,5834721,2173.85,143859,48.3801
0.41,2.77,3.35,0.53,9953.48,9400.32,10,8,7,3,2306948,6670.6,588409,42.2627
3.9,1.03,3.74,1.73,9953.48,9653.12,14,8,8,4,4469903,3775.06,363192,44.3581
3.56,1.49,1.98,2.26,9953.48,7532.8,14,8,7,5,5687147,2181.03,146743,48.2939
4.4,5.42,2.86,5.29,9953.48,7298.56,15,11,8,6,11015698,1057.31,46051.3,53.3271
1.19,2.85,3.06,1.03,9953.48,8963.84,12,8,7,4,3417760,3817.64,378541,44.1784
0.37,5.17,5.07,4.46,9953.48,7541.12,12,11,8,6,10901335,1044.25,47033.6,53.2354
3.6,1.4,2.36,5.3,9953.48,8317.44,14,9,7,6,9556293,1450.66,62110.9,52.0278
0.05,0.58,1.8,3.07,9953.48,8775.68,9,7,7,5,5375843,2806.02,237473,46.2034
0.07,0.65,2.32,1.5,9953.48,9256.96,9,7,7,4,3180915,4179.12,466655,43.2695
1.05,2.1,4.76,4.67,9953.48,7824,13,9,8,6,10495688,1072.94,47430.5,53.1989
0.61,5.02,3.21,3.79,9953.48,9804.8,12,11,8,5,7218052,1832.7,127774,48.8951
5.04,3.06,4.14,5.46,9953.48,8183.04,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.6,3.36,3.92,0.22,9953.48,7869.44,12,8,7,3,2367727,6723.6,573371,42.3751
1.7,3.82,2.71,5.45,9953.48,8953.6,13,10,7,6,9728389,1506.37,61297.4,52.0851
1.51,2.99,1.25,3.79,9953.48,9904,13,9,7,5,5834721,2173.85,143859,48.3801
3.83,1.91,3.05,2.17,9953.48,8178.88,14,9,7,5,5873010,2151.35,143568,48.3889
4.78,5.34,3.32,4.52,9953.48,6746.56,15,11,8,6,11015698,1057.31,46051.3,53.3271
0.51,2.87,4.4,2,9953.48,7148.8,12,9,8,5,6776235,1846.19,129002,48.8535
1.52,5.2,0.81,1.97,9953.48,6456.32,13,10,6,5,5351163,2791.67,196261,47.0312
2.96,1.49,5.28,4.29,9953.48,7572.48,14,9,8,6,10533977,1072.94,47299.2,53.211
2.71,3.96,4.02,2.74,9953.48,8263.36,14,10,8,5,7061079,1818.39,127171,48.9156
4.84,3.93,2.34,5.21,9953.48,8311.68,15,10,7,6,9806582,1508.37,61087.8,52.0999
3.16,3.49,1.13,2.64,9953.48,8715.52,14,9,6,5,5179067,2757.68,197076,47.0132
0.8,5.24,1.69,4.85,9953.48,7083.52,13,11,7,6,9959821,1511.66,61073.6,52.101
5.37,4.65,3.68,5.42,9953.48,8115.36,15,10,8,6,10784266,1053.47,46324.6,53.3014
1.21,3.33,2.74,1.53,9953.48,9576.32,13,10,7,4,3850178,3848.68,373374,44.238
5.29,0.62,0.27,3.54,9953.48,9160,14,7,5,5,4388952,3937.81,353803,44.4719
3.43,3.64,3.5,5.29,9953.48,7784.64,14,10,8,6,10744362,1048.01,46398.4,53.2945
0.7,1.92,0.79,1.29,9953.48,9681.92,11,8,5,4,2240614,5885.91,571875,42.3865
2.47,0.42,2.54,1.87,9953.48,6939.84,14,7,7,5,5533214,2570.02,159209,47.9398
2.78,2.87,4.61,3.36,9953.48,9697.92,14,10,8,5,7061079,1818.39,127171,48.9156
2.91,2.39,4.75,2.3,9953.48,7847.36,14,9,8,5,6850694,1828.19,128194,48.8808
3.63,5.35,4.69,5.07,9953.48,7993.44,15,11,8,6,11015698,1057.31,46051.3,53.3271
0.06,4.88,5.13,1.05,9953.48,7613.44,9,10,8,4,4708780,3899.48,434387,43.5807
3.94,0.36,4.25,2.8,9953.48,8405.12,14,7,8,5,6510898,2087.25,143686,48.3854
4.48,4.47,3.11,2.52,9953.48,9061.12,14,10,7,5,6083395,2152.43,142464,48.4225
4.79,3.45,1.4,0.19,9953.48,9732.03,16,11,8,0,3816133,11111.1,506316,42.9153
5.1,1.51,4.29,2.54,9953.48,8334.72,14,8,8,5,6664831,1857.87,131533,48.7692
4.53,1.73,1.95,1.98,9953.48,6639.68,14,9,7,5,5873010,2151.35,143568,48.3889
5.21,0.7,5.38,2.87,9953.48,9515.84,14,7,8,5,6510898,2087.25,143686,48.3854
3.62,2.23,1.13,4.75,9953.48,6364.48,15,10,7,6,9806582,1508.37,61087.8,52.0999
1.17,3.41,3.02,2.5,9953.48,9235.2,12,9,7,5,5798551,2169.35,144311,48.3665
3.49,3.3,1.2,4.49,9953.48,6304.8,15,10,7,6,9806582,1508.37,61087.8,52.0999
1.96,0.56,0.52,0.63,9953.48,8939.52,11,6,5,3,916171,7962.18,825538,40.7921
0.09,0.99,2.39,1.64,9953.48,9763.84,9,8,7,4,3334848,4233.64,453774,43.3911
3.26,0.56,0.33,0.93,9953.48,9752.32,13,7,5,3,1105702,7817.59,777598,41.0519
3.63,4,2.68,4.08,9953.48,6120.16,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.51,0.72,3.16,4.92,9953.48,7104.96,14,8,8,6,10348114,1211.03,50879.3,52.8941
3.42,2.43,5.12,4.92,9953.48,8025.28,15,10,8,6,10784266,1053.47,46324.6,53.3014
4.78,1.02,2.2,5.11,9953.48,8084.16,15,8,7,6,9410334,1476.87,65473.9,51.7988
3.8,0.02,4.58,2.47,9953.48,7688.96,14,4,8,5,6249185,7243.04,635807,41.9262
3.07,0.35,5.4,4.12,9953.48,7212,15,8,8,6,10388018,1206.53,50793.7,52.9014
1.44,0.53,4.98,1.95,9953.48,7178.24,13,7,8,5,6472609,2117.75,143952,48.3773
4.56,5.33,5.21,3.78,9953.48,9489.28,15,11,9,5,8556376,1798.02,122785,49.068
2.59,0.56,4.56,0.75,9953.48,8480.64,13,7,7,4,3299997,3780.35,389765,44.0515
0.91,4.68,4.42,3.13,9953.48,9388.8,12,10,8,5,6986620,1836.39,128008,48.8871
1.6,4.41,4.47,4.78,9953.48,7799.04,14,10,8,6,10744362,1048.01,46398.4,53.2945
0.52,1,1.26,0.39,9953.48,9646.08,10,7,5,3,1008753,7653.59,792279,40.9707
1.63,1.39,2.37,1.56,9953.48,9736.96,12,8,7,4,3417760,3817.64,378541,44.1784
1.2,1.67,4.12,2.56,9953.48,7933.44,12,9,8,5,6776235,1846.19,129002,48.8535
5.53,2.31,4.96,3.15,9953.48,9759.04,14,9,8,5,6850694,1828.19,128194,48.8808
5.42,2.86,3.59,3.78,9953.48,6118.24,16,10,8,6,10824170,1053.47,46330.5,53.3008
3.14,4.17,1.28,0.7,9953.48,9825.28,12,9,6,3,1859647,7100,623420,42.0117
4.71,5.32,2.09,4.93,9953.48,7604.32,15,11,7,6,10038014,1513.66,60856.9,52.1164
5.47,3.44,0.56,0.24,9953.48,8687.36,12,8,5,2,918069,12717.2,722796,41.3693
1.06,4.36,4.67,1.11,9953.48,7631.36,12,10,8,4,4791692,3634.56,359642,44.4008
1.26,3.34,4.06,5.15,9953.48,7860.48,13,10,8,6,10706073,1052.29,46501.1,53.2849
4.78,3.33,2.06,0.91,9953.48,8951.68,14,9,6,4,2984139,4104.29,429004,43.6349
5.17,3.74,1.38,2.41,9953.48,8406.08,14,10,6,5,5389452,2807.67,196109,47.0345
4.79,1.01,4.87,5.3,9953.48,8514.4,15,8,8,6,10388018,1206.53,50793.7,52.9014
5.17,0.2,5.33,3.11,9953.48,9673.28,14,6,8,5,6390421,2593.8,189204,47.1902
1.53,5.2,3.92,2.55,9953.48,7992.96,13,10,8,5,7022790,1846.29,127367,48.9089
4.91,0.59,0.87,5.45,9953.48,7743.2,15,8,6,6,8716391,2149.28,120176,49.1613
5.14,5.36,0.7,4.04,9953.48,5995.84,15,11,6,6,9344071,1923.87,115350,49.3393
1.36,4.88,2.9,4.06,9953.48,5998.08,14,11,8,6,10975794,1053.31,46117.8,53.3208
4.68,0.59,3.48,2.46,9953.48,9355.52,14,7,7,5,5533214,2570.02,159209,47.9398
4.76,4.21,3.75,3.24,9953.48,9246.72,14,10,8,5,7061079,1818.39,127171,48.9156
4.35,0.82,3.82,1.01,9953.48,9166.72,13,7,7,4,3299997,3780.35,389765,44.0515
4.99,3.21,4.02,0.08,9953.48,9766.14,13,8,7,0,2092672,11043.3,525985,42.7498
4.13,5.46,4.14,0.97,9953.48,9874.56,13,9,7,4,3639793,3819.02,374368,44.2265
4.3,2.07,0.97,5.38,9953.48,8094.4,15,9,6,6,8902254,1986.5,116510,49.2958
2.03,3.68,5.11,4.1,9953.48,7350.72,14,10,8,6,10744362,1048.01,46398.4,53.2945
2.66,2.75,3.55,5.33,9953.48,7712.64,14,10,8,6,10744362,1048.01,46398.4,53.2945
4.42,0.43,3.58,1,9953.48,8925.44,13,6,7,4,3179520,4491.73,435706,43.5676
3.58,5.03,0.38,4.91,9953.48,6185.28,15,11,6,6,9344071,1923.87,115350,49.3393
1.03,1.2,3.95,4.8,9953.48,7310.72,13,9,8,6,10495688,1072.94,47430.5,53.1989
4.41,4.03,4.95,3.82,9953.48,6774.56,15,11,8,6,11015698,1057.31,46051.3,53.3271
0.87,4.93,3.91,4.02,9953.48,6489.6,13,11,8,6,10937505,1055.31,46234.9,53.3098
3.9,2.93,2.53,3.21,9953.48,9664.64,14,10,7,5,6083395,2152.43,142464,48.4225
4.38,3.7,0.53,2.14,9953.48,6081.92,14,10,6,5,5389452,2807.67,196109,47.0345
1.75,2.48,1.12,0.9,9953.48,7473.92,12,8,6,4,2723817,4182.5,433744,43.5872
1.38,2.94,1.64,5.37,9953.48,7642.88,13,10,7,6,9728389,1506.37,61297.4,52.0851
0.08,3.67,3.16,0.93,9953.48,8066.56,9,9,7,4,3520711,4219.02,450871,43.419
1.6,1.04,1.17,4.27,9953.48,5888,14,9,7,6,9556293,1450.66,62110.9,52.0278
4.75,2.25,4.03,1.76,9953.48,9924.32,15,9,8,4,4695670,3662.42,359512,44.4024
2.3,4.99,0.26,1.02,9953.48,6667.52,13,9,5,4,2495531,5748.36,564918,42.4396
3.59,2.42,0.04,1.69,9953.48,9276.16,12,8,3,4,1962526,13943.7,864613,40.5913
4.91,0.05,3.63,0.49,9953.48,8455.04,13,4,7,3,1988251,9189.2,1.0744e+06,39.6478
3.25,3.65,4.31,2.19,9953.48,7263.04,14,10,8,5,7061079,1818.39,127171,48.9156
5.27,0.33,1.58,3.27,9953.48,8821.44,14,7,7,5,5533214,2570.02,159209,47.9398
0.21,0.89,3.69,3.84,9953.48,6103.04,11,9,8,6,10426634,1131.48,51041.9,52.8802
3.86,5.38,3.82,0.54,9953.48,9271.04,13,10,7,3,2800145,6663.93,568531,42.412
4.67,0.74,3.2,2.42,9953.48,8761.28,14,8,7,5,5687147,2181.03,146743,48.2939
1.76,2.24,0.75,2.6,9953.48,7546.88,13,9,6,5,5140778,2741.68,197256,47.0092
4.77,5.45,1.55,5.06,9953.48,7193.76,15,11,7,6,10038014,1513.66,60856.9,52.1164
3.63,2.03,4.37,0.98,9953.48,9760.64,13,8,7,4,3453930,3833.64,377764,44.1873
3.92,2.31,0.05,2.04,9953.48,9482.24,14,9,4,4,2302953,7566.58,817462,40.8348
2.96,1.22,0.96,4.09,9953.48,9766.4,14,9,7,5,5873010,2151.35,143568,48.3889
4.35,3.36,2.26,0.84,9953.48,6754.24,14,9,7,4,3678082,3793.02,374187,44.2286
5.43,4.49,4.68,1.23,9953.48,8182.72,14,10,8,4,4866151,3618.56,358696,44.4122
0.67,0.83,0.48,3.92,9953.48,9521.92,12,8,6,5,4918745,2808.87,201432,46.9182
3.17,0.26,4.59,2.16,9953.48,7141.44,14,7,8,5,6510898,2087.25,143686,48.3854
3.84,0.62,2.24,5.16,9953.48,7956.48,15,8,7,6,9410334,1476.87,65473.9,51.7988
3.16,1.43,2.45,3.34,9953.48,9816.32,14,9,7,5,5873010,2151.35,143568,48.3889
2.83,4.37,3.24,0.85,9953.48,8099.2,13,9,7,4,3639793,3819.02,374368,44.2265
1.08,4.36,3.72,5.42,9953.48,8081.92,13,10,8,6,10706073,1052.29,46501.1,53.2849
5.24,1.11,5.33,4.44,9953.48,7643.52,15,9,8,6,10573881,1084.94,47239.8,53.2164
0.66,0.96,2.08,1.98,9953.48,6760.96,12,8,7,5,5612688,2199.03,147538,48.2705
3.26,0.41,2.37,1.3,9953.48,8800,13,6,7,4,3179520,4491.73,435706,43.5676
